tweet,label,raw
@user @user @user they aren’t making fun of the woman. they are making fun of the liberals supporting barbaric tradition of covering a woman’s body with a garbage bag because men might be inclined to rape them at any given moment.,OFF,@USER @USER @USER They aren’t making fun of the woman. They are making fun of the liberals supporting barbaric tradition of covering a woman’s body with a garbage bag because men might be inclined to rape them at any given moment.
sitting here tonight thinking and it’s made me well wanna go back to maga next year,NOT,sitting here tonight thinking and it’s made me well wanna go back to maga next year
@user tua has rb type vision. he is a  gem stone .,NOT,@USER Tua has RB type vision. He is a 💎.
"kavanaugh can't back out of nomination. he couldn't go back to dc circuit w / no repercussions. this charge will follow him. when dems take back congress, they will launch investigations. conservatives who lie to get judgeships will be impeached for high crimes &amp; misdemeanors""""",OFF,"#Kavanaugh can't back out of nomination. He couldn't go back to #DCCircuit w/no repercussions. This charge will follow him. When Dems take back Congress, they WILL launch investigations. Conservatives who lie to get Judgeships will be impeached for high Crimes &amp; Misdemeanors"""""
@user @user and ban him from the booty,NOT,@USER @USER and ban him from the booty
@user conservatives apparently won't do anything because the only thing out of your mouth is words saying what you will do without explaining how you will do it. that's ok. we had a decade of harper showing us the how. you obviously know what canada thought of him after his majority.,NOT,@USER Conservatives apparently won't do anything because the only thing out of your mouth is words saying what you will do without explaining HOW you will do it. That's OK. We had a decade of Harper showing us the how. You obviously know what Canada thought of him after his majority.
"democrats want their pound of kavanaugh flesh ""  url t cot maga red nation rising""",NOT,"Democrats Want Their Pound of Kavanaugh Flesh ""  URL #TCOT #MAGA #RedNationRising"""
@user sad part is she knows she's sick... she knows what she is doing.. she has been a crook all her life... she's a very sick woman.. god have mercy of her soul..,OFF,@USER Sad part is She knows she's sick... She knows what she is doing.. She has been a crook all her life... She's a very sick woman.. God have mercy of her soul..
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user charts by david webster's briefings on benefit sanctions   (nov 2013 to sept 2018) url,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Charts by David Webster's briefings on benefit sanctions   (Nov 2013 to Sept 2018) URL
@user so fucking what. it doesn’t matter if they found the dead sea scrolls or the colonel’s secret recipe. this man should not be dead but he is so due to the ignorant negligence of someone else.,OFF,@USER So Fucking What. It doesn’t matter if they found the Dead Sea scrolls or the Colonel’s secret recipe. This man should not be dead but he is so due to the ignorant negligence of someone else.
antifa caught off guard after getting confronted by the last person they... url via @user go scott!! he is one of the strongest supporters of trump :)))) the persistance!!!!,NOT,Antifa Caught Off Guard After Getting Confronted By The Last Person They... URL via @USER Go Scott!! He is one of the strongest supporters of Trump :)))) The Persistance!!!!
@user it's so sad i grew up in a christian republican home and longed to be free like liberal cool kids. you new liberals are worse than 1950 parents. you ruin everything in your quest to prove getting picked last in gym wasn't because we wanted to play not  watch you fake injury.,NOT,@USER It's so sad I grew up in a Christian Republican home and longed to be free like liberal cool kids. You new liberals are worse than 1950 parents. You ruin everything in your quest to prove getting picked last in gym wasn't because we wanted to play not  watch you fake injury.
@user @user @user if any left leaning freak attacks me i will attack back. but so many conservatives are just compliant. happy with just bitching and complaining. how can we fire people up. the left has got energy. lots of it. and if things don’t change. we’re going to loose.,OFF,@USER @USER @USER If any left leaning freak attacks me I will attack back. But so many conservatives are just compliant. Happy with just bitching and complaining. How can we fire people up. The left has got energy. Lots of it. And if things don’t change. We’re going to loose.
@user @user just what a communist would do! destroying america! lock him up! trump2020 maga! smiling face with sunglasses  united states ,OFF,@USER @USER Just what a communist would do! Destroying America! Lock Him Up! TRUMP2020 MAGA!😎🇺🇸
"@user @user @user that was what was observed initially. any interest in covering how the opposite has occurred since then according to all research and that it ended up being a smart marketing strategy? better make another when antifa attacks"" video as 3 college kids yell in a cafeteria instead.""",NOT,"@USER @USER @USER that was what was observed INITIALLY. any interest in covering how the opposite has occurred since then according to all research and that it ended up being a smart marketing strategy? better make another When ANTIFA attacks"" video as 3 college kids yell in a cafeteria instead."""
@user she isn’t believed because of the lack of evidence she is presenting 3 decades after the fact. her being a woman has nothing to do with it,NOT,@USER She isn’t believed because of the lack of evidence she is presenting 3 decades after the fact. Her being a woman has nothing to do with it
@user @user technically speaking he is hamstrung by drug &amp; alcohol addiction,OFF,@USER @USER Technically speaking he is hamstrung by drug &amp; alcohol addiction
mb poli winnipeg on poli can poli welfare rates for single people in ontario on reserve small town small city were $600 with liberals i remember welfare rate in manitoba when i was on welfare when ndp were in power were 500. the ndp government in manitoba gave me $285 for rent,NOT,#mbpoli #winnipeg #onpoli #canpoli welfare rates for single people in Ontario on reserve small town small city were $600 with liberals I remember welfare rate in Manitoba when I was on welfare when NDP were in power were 500. The NDP government in Manitoba gave me $285 for rent
"@user @user @user @user @user oh yeah sure antifa is anti-fascist"". also, free speech is for everyone: liberals, conservatives, centrists, fascists, communists, anarchists, ancaps, etc. i live in the us and not a fascist state that bans what it thinks is ""hate speech"". url",OFF,"@USER @USER @USER @USER @USER Oh yeah sure Antifa is anti-fascist"". Also, free speech is for everyone: liberals, conservatives, centrists, fascists, communists, anarchists, ancaps, etc. I live in the US and not a fascist state that bans what it thinks is ""hate speech"". URL"
